SYMBOL, NAME OF COMPANY, SERIES, FACE VALUE, PAID UP VALUE, MKT LOT, IP RATE, DATE OF LISTING, DATE OF ALLOTMENT, REDEMPTION DATE, REDEMPTION AMT, CONVERSION DATE, CONVERSION AMT, INTEREST PAYMENT DT
NHPC,NHPC Limited,N6,1000,1000,1,8.92,07-NOV-2013,02-NOV-2013,02-NOV-2033,,,,01-APR-2021,INE848E07567
NHPC,NHPC Limited,N6,1000,1000,1,8.92,07-NOV-2013,02-NOV-2013,02-NOV-2033,,,,01-APR-2022,INE848E07567
NHPC,NHPC Limited,N6,1000,1000,1,8.92,07-NOV-2013,02-NOV-2013,02-NOV-2033,,,,01-APR-2023,INE848E07567
NHPC,NHPC Limited,N6,1000,1000,1,8.92,07-NOV-2013,02-NOV-2013,02-NOV-2033,,,,01-APR-2024,INE848E07567
NHPC,NHPC Limited,N6,1000,1000,1,8.92,07-NOV-2013,02-NOV-2013,02-NOV-2033,,,,01-APR-2025,INE848E07567
NHPC,NHPC Limited,N6,1000,1000,1,8.92,07-NOV-2013,02-NOV-2013,02-NOV-2033,,,,01-APR-2026,INE848E07567
NHPC,NHPC Limited,N6,1000,1000,1,8.92,07-NOV-2013,02-NOV-2013,02-NOV-2033,,,,01-APR-2027,INE848E07567
NHPC,NHPC Limited,N6,1000,1000,1,8.92,07-NOV-2013,02-NOV-2013,02-NOV-2033,,,,01-APR-2028,INE848E07567
NHPC,NHPC Limited,N6,1000,1000,1,8.92,07-NOV-2013,02-NOV-2013,02-NOV-2033,,,,01-APR-2029,INE848E07567
NHPC,NHPC Limited,N6,1000,1000,1,8.92,07-NOV-2013,02-NOV-2013,02-NOV-2033,,,,01-APR-2030,INE848E07567
NHPC,NHPC Limited,N6,1000,1000,1,8.92,07-NOV-2013,02-NOV-2013,02-NOV-2033,,,,01-APR-2031,INE848E07567
NHPC,NHPC Limited,N6,1000,1000,1,8.92,07-NOV-2013,02-NOV-2013,02-NOV-2033,,,,01-APR-2032,INE848E07567
NHPC,NHPC Limited,N6,1000,1000,1,8.92,07-NOV-2013,02-NOV-2013,02-NOV-2033,,,,01-APR-2033,INE848E07567
NTPC,NTPC Limited,N1,1000,1000,1,8.41,19-DEC-2013,16-DEC-2013,16-DEC-2023,,,,16-DEC-2015,INE733E07JE0
NTPC,NTPC Limited,N1,1000,1000,1,8.41,19-DEC-2013,16-DEC-2013,16-DEC-2023,,,,16-DEC-2016,INE733E07JE0
NTPC,NTPC Limited,N1,1000,1000,1,8.41,19-DEC-2013,16-DEC-2013,16-DEC-2023,,,,16-DEC-2017,INE733E07JE0
NTPC,NTPC Limited,N1,1000,1000,1,8.41,19-DEC-2013,16-DEC-2013,16-DEC-2023,,,,16-DEC-2018,INE733E07JE0
NTPC,NTPC Limited,N1,1000,1000,1,8.41,19-DEC-2013,16-DEC-2013,16-DEC-2023,,,,16-DEC-2019,INE733E07JE0
NTPC,NTPC Limited,N1,1000,1000,1,8.41,19-DEC-2013,16-DEC-2013,16-DEC-2023,,,,16-DEC-2020,INE733E07JE0
NTPC,NTPC Limited,N1,1000,1000,1,8.41,19-DEC-2013,16-DEC-2013,16-DEC-2023,,,,16-DEC-2021,INE733E07JE0
NTPC,NTPC Limited,N1,1000,1000,1,8.41,19-DEC-2013,16-DEC-2013,16-DEC-2023,,,,16-DEC-2022,INE733E07JE0
NTPC,NTPC Limited,N1,1000,1000,1,8.41,19-DEC-2013,16-DEC-2013,16-DEC-2023,,,,16-DEC-2023,INE733E07JE0
NTPC,NTPC Limited,N2,1000,1000,1,8.48,19-DEC-2013,16-DEC-2013,16-DEC-2028,,,,16-DEC-2015,INE733E07JF7
NTPC,NTPC Limited,N2,1000,1000,1,8.48,19-DEC-2013,16-DEC-2013,16-DEC-2028,,,,16-DEC-2016,INE733E07JF7
NTPC,NTPC Limited,N2,1000,1000,1,8.48,19-DEC-2013,16-DEC-2013,16-DEC-2028,,,,16-DEC-2017,INE733E07JF7
NTPC,NTPC Limited,N2,1000,1000,1,8.48,19-DEC-2013,16-DEC-2013,16-DEC-2028,,,,16-DEC-2018,INE733E07JF7
NTPC,NTPC Limited,N2,1000,1000,1,8.48,19-DEC-2013,16-DEC-2013,16-DEC-2028,,,,16-DEC-2019,INE733E07JF7
NTPC,NTPC Limited,N2,1000,1000,1,8.48,19-DEC-2013,16-DEC-2013,16-DEC-2028,,,,16-DEC-2020,INE733E07JF7
NTPC,NTPC Limited,N2,1000,1000,1,8.48,19-DEC-2013,16-DEC-2013,16-DEC-2028,,,,16-DEC-2021,INE733E07JF7
NTPC,NTPC Limited,N2,1000,1000,1,8.48,19-DEC-2013,16-DEC-2013,16-DEC-2028,,,,16-DEC-2022,INE733E07JF7
NTPC,NTPC Limited,N2,1000,1000,1,8.48,19-DEC-2013,16-DEC-2013,16-DEC-2028,,,,16-DEC-2023,INE733E07JF7
NTPC,NTPC Limited,N2,1000,1000,1,8.48,19-DEC-2013,16-DEC-2013,16-DEC-2028,,,,16-DEC-2024,INE733E07JF7
NTPC,NTPC Limited,N2,1000,1000,1,8.48,19-DEC-2013,16-DEC-2013,16-DEC-2028,,,,16-DEC-2025,INE733E07JF7
NTPC,NTPC Limited,N2,1000,1000,1,8.48,19-DEC-2013,16-DEC-2013,16-DEC-2028,,,,16-DEC-2026,INE733E07JF7
NTPC,NTPC Limited,N2,1000,1000,1,8.48,19-DEC-2013,16-DEC-2013,16-DEC-2028,,,,16-DEC-2027,INE733E07JF7
NTPC,NTPC Limited,N2,1000,1000,1,8.48,19-DEC-2013,16-DEC-2013,16-DEC-2028,,,,16-DEC-2028,INE733E07JF7
NTPC,NTPC Limited,N3,1000,1000,1,8.66,19-DEC-2013,16-DEC-2013,16-DEC-2033,,,,16-DEC-2015,INE733E07JG5
NTPC,NTPC Limited,N3,1000,1000,1,8.66,19-DEC-2013,16-DEC-2013,16-DEC-2033,,,,16-DEC-2016,INE733E07JG5
NTPC,NTPC Limited,N3,1000,1000,1,8.66,19-DEC-2013,16-DEC-2013,16-DEC-2033,,,,16-DEC-2017,INE733E07JG5
NTPC,NTPC Limited,N3,1000,1000,1,8.66,19-DEC-2013,16-DEC-2013,16-DEC-2033,,,,16-DEC-2018,INE733E07JG5
NTPC,NTPC Limited,N3,1000,1000,1,8.66,19-DEC-2013,16-DEC-2013,16-DEC-2033,,,,16-DEC-2019,INE733E07JG5
NTPC,NTPC Limited,N3,1000,1000,1,8.66,19-DEC-2013,16-DEC-2013,16-DEC-2033,,,,16-DEC-2020,INE733E07JG5
NTPC,NTPC Limited,N3,1000,1000,1,8.66,19-DEC-2013,16-DEC-2013,16-DEC-2033,,,,16-DEC-2021,INE733E07JG5
NTPC,NTPC Limited,N3,1000,1000,1,8.66,19-DEC-2013,16-DEC-2013,16-DEC-2033,,,,16-DEC-2022,INE733E07JG5
NTPC,NTPC Limited,N3,1000,1000,1,8.66,19-DEC-2013,16-DEC-2013,16-DEC-2033,,,,16-DEC-2023,INE733E07JG5
NTPC,NTPC Limited,N3,1000,1000,1,8.66,19-DEC-2013,16-DEC-2013,16-DEC-2033,,,,16-DEC-2024,INE733E07JG5
NTPC,NTPC Limited,N3,1000,1000,1,8.66,19-DEC-2013,16-DEC-2013,16-DEC-2033,,,,16-DEC-2025,INE733E07JG5
NTPC,NTPC Limited,N3,1000,1000,1,8.66,19-DEC-2013,16-DEC-2013,16-DEC-2033,,,,16-DEC-2026,INE733E07JG5
NTPC,NTPC Limited,N3,1000,1000,1,8.66,19-DEC-2013,16-DEC-2013,16-DEC-2033,,,,16-DEC-2027,INE733E07JG5
NTPC,NTPC Limited,N3,1000,1000,1,8.66,19-DEC-2013,16-DEC-2013,16-DEC-2033,,,,16-DEC-2028,INE733E07JG5
NTPC,NTPC Limited,N3,1000,1000,1,8.66,19-DEC-2013,16-DEC-2013,16-DEC-2033,,,,16-DEC-2029,INE733E07JG5
NTPC,NTPC Limited,N3,1000,1000,1,8.66,19-DEC-2013,16-DEC-2013,16-DEC-2033,,,,16-DEC-2030,INE733E07JG5
NTPC,NTPC Limited,N3,1000,1000,1,8.66,19-DEC-2013,16-DEC-2013,16-DEC-2033,,,,16-DEC-2031,INE733E07JG5
NTPC,NTPC Limited,N3,1000,1000,1,8.66,19-DEC-2013,16-DEC-2013,16-DEC-2033,,,,16-DEC-2032,INE733E07JG5
NTPC,NTPC Limited,N3,1000,1000,1,8.66,19-DEC-2013,16-DEC-2013,16-DEC-2033,,,,16-DEC-2033,INE733E07JG5
NTPC,NTPC Limited,N4,1000,1000,1,8.66,19-DEC-2013,16-DEC-2013,16-DEC-2023,,,,16-DEC-2015,INE733E07JH3
NTPC,NTPC Limited,N4,1000,1000,1,8.66,19-DEC-2013,16-DEC-2013,16-DEC-2023,,,,16-DEC-2016,INE733E07JH3
NTPC,NTPC Limited,N4,1000,1000,1,8.66,19-DEC-2013,16-DEC-2013,16-DEC-2023,,,,16-DEC-2017,INE733E07JH3
NTPC,NTPC Limited,N4,1000,1000,1,8.66,19-DEC-2013,16-DEC-2013,16-DEC-2023,,,,16-DEC-2018,INE733E07JH3
NTPC,NTPC Limited,N4,1000,1000,1,8.66,19-DEC-2013,16-DEC-2013,16-DEC-2023,,,,16-DEC-2019,INE733E07JH3
NTPC,NTPC Limited,N4,1000,1000,1,8.66,19-DEC-2013,16-DEC-2013,16-DEC-2023,,,,16-DEC-2020,INE733E07JH3
NTPC,NTPC Limited,N4,1000,1000,1,8.66,19-DEC-2013,16-DEC-2013,16-DEC-2023,,,,16-DEC-2021,INE733E07JH3
NTPC,NTPC Limited,N4,1000,1000,1,8.66,19-DEC-2013,16-DEC-2013,16-DEC-2023,,,,16-DEC-2022,INE733E07JH3
NTPC,NTPC Limited,N4,1000,1000,1,8.66,19-DEC-2013,16-DEC-2013,16-DEC-2023,,,,16-DEC-2023,INE733E07JH3
NTPC,NTPC Limited,N5,1000,1000,1,8.73,19-DEC-2013,16-DEC-2013,16-DEC-2028,,,,16-DEC-2015,INE733E07JI1
NTPC,NTPC Limited,N5,1000,1000,1,8.73,19-DEC-2013,16-DEC-2013,16-DEC-2028,,,,16-DEC-2016,INE733E07JI1
NTPC,NTPC Limited,N5,1000,1000,1,8.73,19-DEC-2013,16-DEC-2013,16-DEC-2028,,,,16-DEC-2017,INE733E07JI1
NTPC,NTPC Limited,N5,1000,1000,1,8.73,19-DEC-2013,16-DEC-2013,16-DEC-2028,,,,16-DEC-2018,INE733E07JI1
NTPC,NTPC Limited,N5,1000,1000,1,8.73,19-DEC-2013,16-DEC-2013,16-DEC-2028,,,,16-DEC-2019,INE733E07JI1
NTPC,NTPC Limited,N5,1000,1000,1,8.73,19-DEC-2013,16-DEC-2013,16-DEC-2028,,,,16-DEC-2020,INE733E07JI1
NTPC,NTPC Limited,N5,1000,1000,1,8.73,19-DEC-2013,16-DEC-2013,16-DEC-2028,,,,16-DEC-2021,INE733E07JI1
NTPC,NTPC Limited,N5,1000,1000,1,8.73,19-DEC-2013,16-DEC-2013,16-DEC-2028,,,,16-DEC-2022,INE733E07JI1
NTPC,NTPC Limited,N5,1000,1000,1,8.73,19-DEC-2013,16-DEC-2013,16-DEC-2028,,,,16-DEC-2023,INE733E07JI1
NTPC,NTPC Limited,N5,1000,1000,1,8.73,19-DEC-2013,16-DEC-2013,16-DEC-2028,,,,16-DEC-2024,INE733E07JI1
NTPC,NTPC Limited,N5,1000,1000,1,8.73,19-DEC-2013,16-DEC-2013,16-DEC-2028,,,,16-DEC-2025,INE733E07JI1
NTPC,NTPC Limited,N5,1000,1000,1,8.73,19-DEC-2013,16-DEC-2013,16-DEC-2028,,,,16-DEC-2026,INE733E07JI1
NTPC,NTPC Limited,N5,1000,1000,1,8.73,19-DEC-2013,16-DEC-2013,16-DEC-2028,,,,16-DEC-2027,INE733E07JI1
NTPC,NTPC Limited,N5,1000,1000,1,8.73,19-DEC-2013,16-DEC-2013,16-DEC-2028,,,,16-DEC-2028,INE733E07JI1
NTPC,NTPC Limited,N6,1000,1000,1,8.91,19-DEC-2013,16-DEC-2013,16-DEC-2033,,,,16-DEC-2015,INE733E07JJ9
NTPC,NTPC Limited,N6,1000,1000,1,8.91,19-DEC-2013,16-DEC-2013,16-DEC-2033,,,,16-DEC-2016,INE733E07JJ9
NTPC,NTPC Limited,N6,1000,1000,1,8.91,19-DEC-2013,16-DEC-2013,16-DEC-2033,,,,16-DEC-2017,INE733E07JJ9
NTPC,NTPC Limited,N6,1000,1000,1,8.91,19-DEC-2013,16-DEC-2013,16-DEC-2033,,,,16-DEC-2018,INE733E07JJ9
NTPC,NTPC Limited,N6,1000,1000,1,8.91,19-DEC-2013,16-DEC-2013,16-DEC-2033,,,,16-DEC-2019,INE733E07JJ9
NTPC,NTPC Limited,N6,1000,1000,1,8.91,19-DEC-2013,16-DEC-2013,16-DEC-2033,,,,16-DEC-2020,INE733E07JJ9
NTPC,NTPC Limited,N6,1000,1000,1,8.91,19-DEC-2013,16-DEC-2013,16-DEC-2033,,,,16-DEC-2021,INE733E07JJ9
NTPC,NTPC Limited,N6,1000,1000,1,8.91,19-DEC-2013,16-DEC-2013,16-DEC-2033,,,,16-DEC-2022,INE733E07JJ9
NTPC,NTPC Limited,N6,1000,1000,1,8.91,19-DEC-2013,16-DEC-2013,16-DEC-2033,,,,16-DEC-2023,INE733E07JJ9
NTPC,NTPC Limited,N6,1000,1000,1,8.91,19-DEC-2013,16-DEC-2013,16-DEC-2033,,,,16-DEC-2024,INE733E07JJ9
NTPC,NTPC Limited,N6,1000,1000,1,8.91,19-DEC-2013,16-DEC-2013,16-DEC-2033,,,,16-DEC-2025,INE733E07JJ9
NTPC,NTPC Limited,N6,1000,1000,1,8.91,19-DEC-2013,16-DEC-2013,16-DEC-2033,,,,16-DEC-2026,INE733E07JJ9
NTPC,NTPC Limited,N6,1000,1000,1,8.91,19-DEC-2013,16-DEC-2013,16-DEC-2033,,,,16-DEC-2027,INE733E07JJ9
NTPC,NTPC Limited,N6,1000,1000,1,8.91,19-DEC-2013,16-DEC-2013,16-DEC-2033,,,,16-DEC-2028,INE733E07JJ9
NTPC,NTPC Limited,N6,1000,1000,1,8.91,19-DEC-2013,16-DEC-2013,16-DEC-2033,,,,16-DEC-2029,INE733E07JJ9
NTPC,NTPC Limited,N6,1000,1000,1,8.91,19-DEC-2013,16-DEC-2013,16-DEC-2033,,,,16-DEC-2030,INE733E07JJ9
NTPC,NTPC Limited,N6,1000,1000,1,8.91,19-DEC-2013,16-DEC-2013,16-DEC-2033,,,,16-DEC-2031,INE733E07JJ9
NTPC,NTPC Limited,N6,1000,1000,1,8.91,19-DEC-2013,16-DEC-2013,16-DEC-2033,,,,16-DEC-2032,INE733E07JJ9
NTPC,NTPC Limited,N6,1000,1000,1,8.91,19-DEC-2013,16-DEC-2013,16-DEC-2033,,,,16-DEC-2033,INE733E07JJ9
NTPC,NTPC Limited,N7,12.5,12.5,1,8.49,30-MAR-2015,25-MAR-2015,25-MAR-2025,3,,,25-MAR-2015,INE733E07JP6
NTPC,NTPC Limited,N7,12.5,12.5,1,8.49,30-MAR-2015,25-MAR-2015,25-MAR-2025,5,,,25-MAR-2015,INE733E07JP6
NTPC,NTPC Limited,N7,12.5,12.5,1,8.49,30-MAR-2015,25-MAR-2015,25-MAR-2025,5,,,,INE733E07JP6
NTPC,NTPC Limited,N7,12.5,12.5,1,8.49,30-MAR-2015,25-MAR-2015,25-MAR-2025,,,,25-MAR-2015,INE733E07JP6
NTPC,NTPC Limited,N7,12.5,12.5,1,8.49,30-MAR-2015,25-MAR-2015,25-MAR-2025,,,,25-MAR-2016,INE733E07JP6
NTPC,NTPC Limited,N7,12.5,12.5,1,8.49,30-MAR-2015,25-MAR-2015,25-MAR-2025,,,,25-MAR-2017,INE733E07JP6
NTPC,NTPC Limited,N7,12.5,12.5,1,8.49,30-MAR-2015,25-MAR-2015,25-MAR-2025,,,,25-MAR-2018,INE733E07JP6
NTPC,NTPC Limited,N7,12.5,12.5,1,8.49,30-MAR-2015,25-MAR-2015,25-MAR-2025,,,,25-MAR-2019,INE733E07JP6
NTPC,NTPC Limited,N7,12.5,12.5,1,8.49,30-MAR-2015,25-MAR-2015,25-MAR-2025,,,,25-MAR-2020,INE733E07JP6
NTPC,NTPC Limited,N7,12.5,12.5,1,8.49,30-MAR-2015,25-MAR-2015,25-MAR-2025,,,,25-MAR-2021,INE733E07JP6
NTPC,NTPC Limited,N7,12.5,12.5,1,8.49,30-MAR-2015,25-MAR-2015,25-MAR-2025,,,,25-MAR-2022,INE733E07JP6
NTPC,NTPC Limited,N7,12.5,12.5,1,8.49,30-MAR-2015,25-MAR-2015,25-MAR-2025,,,,25-MAR-2023,INE733E07JP6
NTPC,NTPC Limited,N8,1000,1000,1,7.11,08-OCT-2015,05-OCT-2015,05-OCT-2025,,,,05-OCT-2016,INE733E07JR2
NTPC,NTPC Limited,N8,1000,1000,1,7.11,08-OCT-2015,05-OCT-2015,05-OCT-2025,,,,05-OCT-2017,INE733E07JR2
NTPC,NTPC Limited,N8,1000,1000,1,7.11,08-OCT-2015,05-OCT-2015,05-OCT-2025,,,,05-OCT-2018,INE733E07JR2
NTPC,NTPC Limited,N8,1000,1000,1,7.11,08-OCT-2015,05-OCT-2015,05-OCT-2025,,,,05-OCT-2019,INE733E07JR2
NTPC,NTPC Limited,N8,1000,1000,1,7.11,08-OCT-2015,05-OCT-2015,05-OCT-2025,,,,05-OCT-2020,INE733E07JR2
NTPC,NTPC Limited,N8,1000,1000,1,7.11,08-OCT-2015,05-OCT-2015,05-OCT-2025,,,,05-OCT-2021,INE733E07JR2
NTPC,NTPC Limited,N8,1000,1000,1,7.11,08-OCT-2015,05-OCT-2015,05-OCT-2025,,,,05-OCT-2022,INE733E07JR2
NTPC,NTPC Limited,N8,1000,1000,1,7.11,08-OCT-2015,05-OCT-2015,05-OCT-2025,,,,05-OCT-2023,INE733E07JR2
NTPC,NTPC Limited,N8,1000,1000,1,7.11,08-OCT-2015,05-OCT-2015,05-OCT-2025,,,,05-OCT-2024,INE733E07JR2
NTPC,NTPC Limited,N8,1000,1000,1,7.11,08-OCT-2015,05-OCT-2015,05-OCT-2025,,,,05-OCT-2025,INE733E07JR2
NTPC,NTPC Limited,N9,1000,1000,1,7.28,08-OCT-2015,05-OCT-2015,05-OCT-2030,,,,05-OCT-2016,INE733E07JS0
NTPC,NTPC Limited,N9,1000,1000,1,7.28,08-OCT-2015,05-OCT-2015,05-OCT-2030,,,,05-OCT-2017,INE733E07JS0
NTPC,NTPC Limited,N9,1000,1000,1,7.28,08-OCT-2015,05-OCT-2015,05-OCT-2030,,,,05-OCT-2018,INE733E07JS0
NTPC,NTPC Limited,N9,1000,1000,1,7.28,08-OCT-2015,05-OCT-2015,05-OCT-2030,,,,05-OCT-2019,INE733E07JS0
NTPC,NTPC Limited,N9,1000,1000,1,7.28,08-OCT-2015,05-OCT-2015,05-OCT-2030,,,,05-OCT-2020,INE733E07JS0
NTPC,NTPC Limited,N9,1000,1000,1,7.28,08-OCT-2015,05-OCT-2015,05-OCT-2030,,,,05-OCT-2021,INE733E07JS0
NTPC,NTPC Limited,N9,1000,1000,1,7.28,08-OCT-2015,05-OCT-2015,05-OCT-2030,,,,05-OCT-2022,INE733E07JS0
NTPC,NTPC Limited,N9,1000,1000,1,7.28,08-OCT-2015,05-OCT-2015,05-OCT-2030,,,,05-OCT-2023,INE733E07JS0
NTPC,NTPC Limited,N9,1000,1000,1,7.28,08-OCT-2015,05-OCT-2015,05-OCT-2030,,,,05-OCT-2024,INE733E07JS0
NTPC,NTPC Limited,N9,1000,1000,1,7.28,08-OCT-2015,05-OCT-2015,05-OCT-2030,,,,05-OCT-2025,INE733E07JS0
NTPC,NTPC Limited,N9,1000,1000,1,7.28,08-OCT-2015,05-OCT-2015,05-OCT-2030,,,,05-OCT-2026,INE733E07JS0
NTPC,NTPC Limited,N9,1000,1000,1,7.28,08-OCT-2015,05-OCT-2015,05-OCT-2030,,,,05-OCT-2027,INE733E07JS0
NTPC,NTPC Limited,N9,1000,1000,1,7.28,08-OCT-2015,05-OCT-2015,05-OCT-2030,,,,05-OCT-2028,INE733E07JS0
NTPC,NTPC Limited,N9,1000,1000,1,7.28,08-OCT-2015,05-OCT-2015,05-OCT-2030,,,,05-OCT-2029,INE733E07JS0
NTPC,NTPC Limited,N9,1000,1000,1,7.28,08-OCT-2015,05-OCT-2015,05-OCT-2030,,,,05-OCT-2030,INE733E07JS0
NTPC,NTPC Limited,NA,1000,1000,1,7.37,08-OCT-2015,05-OCT-2015,05-OCT-2035,,,,05-OCT-2016,INE733E07JT8
NTPC,NTPC Limited,NA,1000,1000,1,7.37,08-OCT-2015,05-OCT-2015,05-OCT-2035,,,,05-OCT-2017,INE733E07JT8
NTPC,NTPC Limited,NA,1000,1000,1,7.37,08-OCT-2015,05-OCT-2015,05-OCT-2035,,,,05-OCT-2018,INE733E07JT8
NTPC,NTPC Limited,NA,1000,1000,1,7.37,08-OCT-2015,05-OCT-2015,05-OCT-2035,,,,05-OCT-2019,INE733E07JT8
NTPC,NTPC Limited,NA,1000,1000,1,7.37,08-OCT-2015,05-OCT-2015,05-OCT-2035,,,,05-OCT-2020,INE733E07JT8
NTPC,NTPC Limited,NA,1000,1000,1,7.37,08-OCT-2015,05-OCT-2015,05-OCT-2035,,,,05-OCT-2021,INE733E07JT8
NTPC,NTPC Limited,NA,1000,1000,1,7.37,08-OCT-2015,05-OCT-2015,05-OCT-2035,,,,05-OCT-2022,INE733E07JT8
NTPC,NTPC Limited,NA,1000,1000,1,7.37,08-OCT-2015,05-OCT-2015,05-OCT-2035,,,,05-OCT-2023,INE733E07JT8
NTPC,NTPC Limited,NA,1000,1000,1,7.37,08-OCT-2015,05-OCT-2015,05-OCT-2035,,,,05-OCT-2024,INE733E07JT8
NTPC,NTPC Limited,NA,1000,1000,1,7.37,08-OCT-2015,05-OCT-2015,05-OCT-2035,,,,05-OCT-2025,INE733E07JT8
NTPC,NTPC Limited,NA,1000,1000,1,7.37,08-OCT-2015,05-OCT-2015,05-OCT-2035,,,,05-OCT-2026,INE733E07JT8
NTPC,NTPC Limited,NA,1000,1000,1,7.37,08-OCT-2015,05-OCT-2015,05-OCT-2035,,,,05-OCT-2027,INE733E07JT8
NTPC,NTPC Limited,NA,1000,1000,1,7.37,08-OCT-2015,05-OCT-2015,05-OCT-2035,,,,05-OCT-2028,INE733E07JT8
NTPC,NTPC Limited,NA,1000,1000,1,7.37,08-OCT-2015,05-OCT-2015,05-OCT-2035,,,,05-OCT-2029,INE733E07JT8
NTPC,NTPC Limited,NA,1000,1000,1,7.37,08-OCT-2015,05-OCT-2015,05-OCT-2035,,,,05-OCT-2030,INE733E07JT8
NTPC,NTPC Limited,NA,1000,1000,1,7.37,08-OCT-2015,05-OCT-2015,05-OCT-2035,,,,05-OCT-2031,INE733E07JT8
NTPC,NTPC Limited,NA,1000,1000,1,7.37,08-OCT-2015,05-OCT-2015,05-OCT-2035,,,,05-OCT-2032,INE733E07JT8
NTPC,NTPC Limited,NA,1000,1000,1,7.37,08-OCT-2015,05-OCT-2015,05-OCT-2035,,,,05-OCT-2033,INE733E07JT8
NTPC,NTPC Limited,NA,1000,1000,1,7.37,08-OCT-2015,05-OCT-2015,05-OCT-2035,,,,05-OCT-2034,INE733E07JT8
NTPC,NTPC Limited,NA,1000,1000,1,7.37,08-OCT-2015,05-OCT-2015,05-OCT-2035,,,,05-OCT-2035,INE733E07JT8
NTPC,NTPC Limited,NB,1000,1000,1,7.36,08-OCT-2015,05-OCT-2015,05-OCT-2025,,,,05-OCT-2016,INE733E07JU6
NTPC,NTPC Limited,NB,1000,1000,1,7.36,08-OCT-2015,05-OCT-2015,05-OCT-2025,,,,05-OCT-2017,INE733E07JU6
NTPC,NTPC Limited,NB,1000,1000,1,7.36,08-OCT-2015,05-OCT-2015,05-OCT-2025,,,,05-OCT-2018,INE733E07JU6
NTPC,NTPC Limited,NB,1000,1000,1,7.36,08-OCT-2015,05-OCT-2015,05-OCT-2025,,,,05-OCT-2019,INE733E07JU6
NTPC,NTPC Limited,NB,1000,1000,1,7.36,08-OCT-2015,05-OCT-2015,05-OCT-2025,,,,05-OCT-2020,INE733E07JU6
NTPC,NTPC Limited,NB,1000,1000,1,7.36,08-OCT-2015,05-OCT-2015,05-OCT-2025,,,,05-OCT-2021,INE733E07JU6
NTPC,NTPC Limited,NB,1000,1000,1,7.36,08-OCT-2015,05-OCT-2015,05-OCT-2025,,,,05-OCT-2022,INE733E07JU6
NTPC,NTPC Limited,NB,1000,1000,1,7.36,08-OCT-2015,05-OCT-2015,05-OCT-2025,,,,05-OCT-2023,INE733E07JU6
NTPC,NTPC Limited,NB,1000,1000,1,7.36,08-OCT-2015,05-OCT-2015,05-OCT-2025,,,,05-OCT-2024,INE733E07JU6
NTPC,NTPC Limited,NB,1000,1000,1,7.36,08-OCT-2015,05-OCT-2015,05-OCT-2025,,,,05-OCT-2025,INE733E07JU6
NTPC,NTPC Limited,NC,1000,1000,1,7.53,08-OCT-2015,05-OCT-2015,05-OCT-2030,,,,05-OCT-2016,INE733E07JV4
NTPC,NTPC Limited,NC,1000,1000,1,7.53,08-OCT-2015,05-OCT-2015,05-OCT-2030,,,,05-OCT-2017,INE733E07JV4
NTPC,NTPC Limited,NC,1000,1000,1,7.53,08-OCT-2015,05-OCT-2015,05-OCT-2030,,,,05-OCT-2018,INE733E07JV4
NTPC,NTPC Limited,NC,1000,1000,1,7.53,08-OCT-2015,05-OCT-2015,05-OCT-2030,,,,05-OCT-2019,INE733E07JV4
NTPC,NTPC Limited,NC,1000,1000,1,7.53,08-OCT-2015,05-OCT-2015,05-OCT-2030,,,,05-OCT-2020,INE733E07JV4
NTPC,NTPC Limited,NC,1000,1000,1,7.53,08-OCT-2015,05-OCT-2015,05-OCT-2030,,,,05-OCT-2021,INE733E07JV4
NTPC,NTPC Limited,NC,1000,1000,1,7.53,08-OCT-2015,05-OCT-2015,05-OCT-2030,,,,05-OCT-2022,INE733E07JV4
NTPC,NTPC Limited,NC,1000,1000,1,7.53,08-OCT-2015,05-OCT-2015,05-OCT-2030,,,,05-OCT-2023,INE733E07JV4
NTPC,NTPC Limited,NC,1000,1000,1,7.53,08-OCT-2015,05-OCT-2015,05-OCT-2030,,,,05-OCT-2024,INE733E07JV4
NTPC,NTPC Limited,NC,1000,1000,1,7.53,08-OCT-2015,05-OCT-2015,05-OCT-2030,,,,05-OCT-2025,INE733E07JV4
NTPC,NTPC Limited,NC,1000,1000,1,7.53,08-OCT-2015,05-OCT-2015,05-OCT-2030,,,,05-OCT-2026,INE733E07JV4
NTPC,NTPC Limited,NC,1000,1000,1,7.53,08-OCT-2015,05-OCT-2015,05-OCT-2030,,,,05-OCT-2027,INE733E07JV4
NTPC,NTPC Limited,NC,1000,1000,1,7.53,08-OCT-2015,05-OCT-2015,05-OCT-2030,,,,05-OCT-2028,INE733E07JV4
NTPC,NTPC Limited,NC,1000,1000,1,7.53,08-OCT-2015,05-OCT-2015,05-OCT-2030,,,,05-OCT-2029,INE733E07JV4
NTPC,NTPC Limited,NC,1000,1000,1,7.53,08-OCT-2015,05-OCT-2015,05-OCT-2030,,,,05-OCT-2030,INE733E07JV4
NTPC,NTPC Limited,ND,1000,1000,1,7.62,08-OCT-2015,05-OCT-2015,05-OCT-2035,,,,05-OCT-2016,INE733E07JW2
NTPC,NTPC Limited,ND,1000,1000,1,7.62,08-OCT-2015,05-OCT-2015,05-OCT-2035,,,,05-OCT-2017,INE733E07JW2
NTPC,NTPC Limited,ND,1000,1000,1,7.62,08-OCT-2015,05-OCT-2015,05-OCT-2035,,,,05-OCT-2018,INE733E07JW2
